Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_Customer,Days_Customer,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Year_Joined,Month_Joined,Day_Joined,Age_Group,Children,Partner,Education_Level
PhD,Together,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,57,0,133,49,5,1,2014,February,Sunday,Middel Aged,2,Yes,Postgraduate
Graduation,Together,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,49,1,403,133,9,0,2013,May,Wednesday,Middel Aged,1,Yes,Graduate
Graduation,Together,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,57,1,260,363,15,1,2013,October,Saturday,Middel Aged,1,Yes,Graduate
Graduation,Together,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,59,1,440,545,18,0,2013,April,Monday,Middel Aged,1,Yes,Graduate
Graduation,Together,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,42,1,245,1065,31,1,2013,October,Sunday,Adult,1,Yes,Graduate
Graduation,Together,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,45,1,474,2047,21,1,2013,March,Tuesday,Middel Aged,0,Yes,Graduate
Graduation,Married,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,42,2,606,296,15,0,2012,October,Wednesday,Adult,2,Yes,Graduate
Graduation,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,39,1,366,140,11,1,2013,June,Friday,Adult,2,No,Graduate
Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,49,1,347,530,17,0,2013,July,Wednesday,Middel Aged,1,No,Graduate
PhD,Together,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,51,2,690,152,13,0,2012,August,Wednesday,Middel Aged,2,Yes,Postgraduate
PhD,Together,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,23,1,266,1598,24,0,2013,October,Sunday,Young adult,0,Yes,Postgraduate
Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,51,1,526,114,8,0,2013,January,Saturday,Middel Aged,1,No,Graduate
Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,28,2,676,101,10,0,2012,August,Wednesday,Adult,1,No,Undergraduate
Graduation,Married,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,41,1,280,25,4,0,2013,September,Sunday,Adult,1,Yes,Graduate
2n Cycle,Divorced,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,57,1,519,789,22,1,2013,January,Saturday,Middel Aged,0,No,Undergraduate
Graduation,Married,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,33,1,334,87,7,1,2013,July,Tuesday,Adult,2,Yes,Graduate
PhD,Widow,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,56,1,280,90,11,0,2013,September,Sunday,Middel Aged,2,No,Postgraduate
PhD,Married,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,55,1,427,1215,20,0,2013,April,Sunday,Middel Aged,1,Yes,Postgraduate
PhD,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,59,1,260,811,22,1,2013,October,Saturday,Middel Aged,0,No,Postgraduate
Graduation,Married,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,28,2,615,61,7,2,2012,October,Monday,Adult,1,Yes,Graduate
Master,Married,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,1,318,405,18,0,2013,August,Thursday,Adult,1,Yes,Postgraduate
Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,59,0,91,72,9,0,2014,March,Sunday,Middel Aged,2,Yes,Postgraduate
Graduation,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,43,1,499,189,14,0,2013,February,Friday,Adult,2,No,Graduate
PhD,Together,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,28,1,365,40,5,0,2013,June,Saturday,Adult,1,Yes,Postgraduate
Graduation,Divorced,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,36,0,140,63,10,0,2014,February,Sunday,Adult,1,No,Graduate
Graduation,Together,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,1,465,52,7,0,2013,March,Thursday,Adult,1,Yes,Graduate
PhD,Together,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,38,0,58,39,5,0,2014,May,Friday,Adult,1,Yes,Postgraduate
Graduation,Married,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,43,0,34,805,25,0,2014,May,Monday,Adult,1,Yes,Graduate
Master,Together,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,58,0,73,130,8,0,2014,April,Thursday,Middel Aged,1,Yes,Postgraduate
Graduation,Together,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,1,268,1631,24,3,2013,October,Friday,Adult,0,Yes,Graduate
Graduation,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,1,360,34,5,0,2013,July,Thursday,Adult,1,Yes,Graduate
Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,62,1,212,152,12,0,2013,November,Friday,Middel Aged,2,No,Graduate
Basic,Single,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,30,0,162,21,5,0,2014,January,Saturday,Adult,1,No,Undergraduate
PhD,Married,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,47,1,269,71,7,0,2013,October,Thursday,Middel Aged,3,Yes,Postgraduate
Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,52,0,36,899,23,1,2014,May,Saturday,Middel Aged,1,No,Graduate
Master,Together,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,67,0,70,711,10,0,2014,April,Sunday,Senior Citizen,0,Yes,Postgraduate
PhD,Together,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,36,2,694,351,16,0,2012,August,Saturday,Adult,1,Yes,Postgraduate
Graduation,Divorced,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,43,0,42,8,15,0,2014,May,Sunday,Adult,0,No,Graduate
Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,22,2,573,119,11,0,2012,December,Monday,Young adult,1,No,Undergraduate
Graduation,Together,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,46,1,450,21,4,0,2013,April,Friday,Middel Aged,2,Yes,Graduate
PhD,Together,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,41,0,97,10,4,0,2014,March,Monday,Adult,1,Yes,Postgraduate
Graduation,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,39,0,36,973,27,1,2014,May,Saturday,Adult,1,Yes,Graduate
PhD,Married,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,49,1,306,1536,13,3,2013,August,Tuesday,Middel Aged,0,Yes,Postgraduate
Graduation,Married,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,62,1,348,992,28,1,2013,July,Tuesday,Middel Aged,2,Yes,Graduate
PhD,Married,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,47,1,492,1529,34,2,2013,February,Friday,Middel Aged,1,Yes,Postgraduate
Graduation,Married,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,42,1,290,860,17,0,2013,September,Thursday,Adult,1,Yes,Graduate
Graduation,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,1,254,928,23,0,2013,October,Friday,Middel Aged,1,No,Graduate
PhD,Married,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,44,2,699,418,18,1,2012,July,Monday,Adult,2,Yes,Postgraduate
2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,59,2,695,587,16,1,2012,August,Friday,Middel Aged,1,Yes,Undergraduate
Graduation,Married,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,39,0,48,641,19,0,2014,May,Monday,Adult,1,Yes,Graduate
Graduation,Married,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,38,0,102,23,4,1,2014,March,Wednesday,Adult,2,Yes,Graduate
Graduation,Together,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,45,1,317,2279,23,2,2013,August,Friday,Middel Aged,0,Yes,Graduate
PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,0,41,49,6,1,2014,May,Monday,Adult,2,No,Postgraduate
PhD,Divorced,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,31,1,403,1779,17,2,2013,May,Wednesday,Adult,0,No,Postgraduate
Master,Together,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,32,1,206,1804,27,2,2013,December,Thursday,Adult,0,Yes,Postgraduate
Graduation,Married,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,54,1,358,48,8,0,2013,July,Saturday,Middel Aged,2,Yes,Graduate
Graduation,Single,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,0,115,83,7,1,2014,March,Thursday,Middel Aged,2,No,Graduate
Graduation,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,1,264,1862,17,4,2013,October,Tuesday,Adult,0,No,Graduate
PhD,Married,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,51,2,643,793,29,1,2012,September,Monday,Middel Aged,2,Yes,Postgraduate
Graduation,Together,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,44,1,506,84,9,0,2013,February,Friday,Adult,1,Yes,Graduate
PhD,Married,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,66,1,313,183,10,0,2013,August,Tuesday,Senior Citizen,1,Yes,Postgraduate
2n Cycle,Single,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,56,0,8,1383,19,0,2014,June,Saturday,Middel Aged,0,No,Undergraduate
Graduation,Married,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,70,0,83,999,16,1,2014,April,Monday,Senior Citizen,0,Yes,Graduate
Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,51,1,523,825,24,0,2013,January,Tuesday,Middel Aged,1,No,Postgraduate
Graduation,Single,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,42,2,672,246,14,2,2012,August,Sunday,Adult,1,No,Graduate
Master,Married,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,48,1,467,610,25,0,2013,March,Tuesday,Middel Aged,2,Yes,Postgraduate
Master,Divorced,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,46,2,585,76,9,0,2012,November,Wednesday,Middel Aged,1,No,Postgraduate
Graduation,Married,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,43,1,488,1286,22,1,2013,February,Tuesday,Adult,1,Yes,Graduate
Master,Married,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,39,1,195,30,4,1,2013,December,Monday,Adult,1,Yes,Postgraduate
Graduation,Married,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,50,1,544,99,8,0,2013,January,Tuesday,Middel Aged,3,Yes,Graduate
Graduation,Divorced,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,36,2,646,1192,22,1,2012,September,Friday,Adult,0,No,Graduate
Graduation,Married,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,39,1,212,362,18,0,2013,November,Friday,Adult,1,Yes,Graduate
Graduation,Together,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,31,2,689,2130,19,2,2012,August,Thursday,Adult,0,Yes,Graduate
2n Cycle,Divorced,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,43,2,680,1229,28,3,2012,August,Saturday,Adult,0,No,Undergraduate
PhD,Married,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,57,2,647,38,6,0,2012,September,Thursday,Middel Aged,2,Yes,Postgraduate
Master,Together,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,63,1,343,485,17,0,2013,July,Sunday,Middel Aged,0,Yes,Postgraduate
Basic,Married,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,63,2,601,434,13,0,2012,November,Monday,Middel Aged,0,Yes,Undergraduate
Graduation,Divorced,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,1,472,44,5,0,2013,March,Thursday,Adult,1,No,Graduate
PhD,Married,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,42,2,583,496,18,2,2012,November,Friday,Adult,1,Yes,Postgraduate
2n Cycle,Married,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,45,1,386,78,7,0,2013,June,Saturday,Middel Aged,2,Yes,Undergraduate
Master,Married,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,42,1,504,2346,23,4,2013,February,Sunday,Adult,0,Yes,Postgraduate
Graduation,Married,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,43,2,546,794,21,0,2012,December,Sunday,Adult,0,Yes,Graduate
Graduation,Married,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,58,1,297,17,4,0,2013,September,Thursday,Middel Aged,0,Yes,Graduate
Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,1,333,26,5,0,2013,July,Wednesday,Adult,1,No,Graduate
2n Cycle,Married,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,41,0,103,76,8,0,2014,March,Tuesday,Adult,1,Yes,Undergraduate
PhD,Single,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,37,1,204,15,4,0,2013,December,Saturday,Adult,2,No,Postgraduate
PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,0,78,62,7,0,2014,April,Saturday,Middel Aged,2,No,Postgraduate
Master,Together,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,60,0,92,198,10,0,2014,March,Saturday,Middel Aged,1,Yes,Postgraduate
PhD,Together,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,36,1,247,49,5,0,2013,October,Friday,Adult,1,Yes,Postgraduate
Graduation,Together,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,48,1,370,802,25,1,2013,June,Monday,Middel Aged,1,Yes,Graduate
Graduation,Married,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,68,0,130,1736,15,2,2014,February,Wednesday,Senior Citizen,0,Yes,Graduate
Graduation,Single,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,36,2,549,57,10,0,2012,December,Thursday,Adult,2,No,Graduate
Master,Together,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,43,1,390,59,2,0,2013,June,Tuesday,Adult,1,Yes,Postgraduate
Graduation,Together,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,1,482,2302,18,4,2013,March,Monday,Middel Aged,0,Yes,Graduate
2n Cycle,Married,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,29,0,131,37,6,0,2014,February,Tuesday,Adult,0,Yes,Undergraduate
Graduation,Divorced,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,44,1,489,310,16,0,2013,February,Monday,Adult,2,No,Graduate
Graduation,Married,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,35,2,605,1305,19,1,2012,November,Thursday,Adult,0,Yes,Graduate
Graduation,Together,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,48,1,366,832,26,0,2013,June,Friday,Middel Aged,1,Yes,Graduate
Graduation,Together,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,38,1,452,401,19,0,2013,April,Wednesday,Adult,2,Yes,Graduate
PhD,Married,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,49,0,37,1501,23,2,2014,May,Friday,Middel Aged,0,Yes,Postgraduate
Graduation,Married,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,32,0,166,1189,28,5,2014,January,Tuesday,Adult,0,Yes,Graduate
Graduation,Together,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,42,1,342,1194,32,0,2013,July,Monday,Adult,1,Yes,Graduate
PhD,Married,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,54,0,149,656,21,0,2014,January,Friday,Middel Aged,1,Yes,Postgraduate
Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,58,2,583,1540,23,0,2012,November,Friday,Middel Aged,0,No,Postgraduate
Master,Together,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,49,1,307,311,15,0,2013,August,Monday,Middel Aged,1,Yes,Postgraduate
2n Cycle,Together,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,59,1,235,820,26,0,2013,November,Wednesday,Middel Aged,1,Yes,Undergraduate
2n Cycle,Married,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,25,0,169,274,14,0,2014,January,Saturday,Adult,1,Yes,Undergraduate
PhD,Single,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,52,1,435,57,9,0,2013,April,Saturday,Middel Aged,2,No,Postgraduate
Graduation,Together,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,49,1,271,448,17,0,2013,October,Tuesday,Middel Aged,1,Yes,Graduate
2n Cycle,Married,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,41,0,19,44,5,0,2014,June,Tuesday,Adult,2,Yes,Undergraduate
Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42,1,335,102,8,0,2013,July,Monday,Adult,2,Yes,Graduate
Graduation,Together,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,30,0,148,61,5,0,2014,February,Saturday,Adult,1,Yes,Graduate
Master,Married,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,54,1,433,1643,27,0,2013,April,Monday,Middel Aged,0,Yes,Postgraduate
Master,Together,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,56,1,388,397,15,0,2013,June,Thursday,Middel Aged,1,Yes,Postgraduate
Graduation,Together,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,46,0,173,1121,26,1,2014,January,Tuesday,Middel Aged,1,Yes,Graduate
Graduation,Single,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,37,2,664,473,16,2,2012,September,Monday,Adult,2,No,Graduate
Basic,Married,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,40,0,92,50,8,0,2014,March,Saturday,Adult,1,Yes,Undergraduate
Master,Married,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,52,1,500,1678,28,0,2013,February,Thursday,Middel Aged,1,Yes,Postgraduate
Graduation,Married,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,32,0,72,58,7,0,2014,April,Friday,Adult,0,Yes,Graduate
PhD,Married,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,39,1,277,170,9,0,2013,September,Wednesday,Adult,1,Yes,Postgraduate
Master,Single,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,32,1,199,373,2,0,2013,December,Thursday,Adult,0,No,Postgraduate
PhD,Together,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,69,1,224,1196,17,2,2013,November,Sunday,Senior Citizen,0,Yes,Postgraduate
Graduation,Married,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,35,0,114,101,8,0,2014,March,Friday,Adult,1,Yes,Graduate
Graduation,Married,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,45,2,564,316,17,1,2012,December,Wednesday,Middel Aged,2,Yes,Graduate
Graduation,Married,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,52,1,284,1400,21,2,2013,September,Wednesday,Middel Aged,1,Yes,Graduate
Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,66,1,335,1424,27,0,2013,July,Monday,Senior Citizen,0,No,Graduate
Master,Married,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,36,2,680,844,20,4,2012,August,Saturday,Adult,1,Yes,Postgraduate
Graduation,Married,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,39,1,285,311,13,0,2013,September,Tuesday,Adult,1,Yes,Graduate
Graduation,Together,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,1,417,1149,17,0,2013,May,Wednesday,Adult,0,Yes,Graduate
Master,Married,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,31,0,70,129,8,0,2014,April,Sunday,Adult,0,Yes,Postgraduate
Graduation,Widow,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,62,1,256,32,5,0,2013,October,Wednesday,Middel Aged,1,No,Graduate
Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,32,2,690,299,14,1,2012,August,Wednesday,Adult,1,No,Graduate
Graduation,Together,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,52,0,31,320,13,1,2014,May,Thursday,Middel Aged,1,Yes,Graduate
Master,Married,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,37,2,585,441,16,0,2012,November,Wednesday,Adult,1,Yes,Postgraduate
Master,Married,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,65,2,636,1178,28,2,2012,October,Monday,Senior Citizen,2,Yes,Postgraduate
Graduation,Married,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,24,1,498,85,6,0,2013,February,Saturday,Young adult,0,Yes,Graduate
Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,32,1,466,24,4,0,2013,March,Wednesday,Adult,1,No,Undergraduate
Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,39,1,494,112,8,0,2013,February,Wednesday,Adult,1,No,Graduate
2n Cycle,Married,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,55,1,504,30,5,0,2013,February,Sunday,Middel Aged,1,Yes,Undergraduate
PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,31,1,374,410,16,0,2013,June,Thursday,Adult,0,Yes,Postgraduate
Graduation,Together,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,38,1,302,800,24,1,2013,August,Saturday,Adult,1,Yes,Graduate
PhD,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,52,1,422,1313,20,1,2013,May,Friday,Middel Aged,0,No,Postgraduate
PhD,Together,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,58,1,456,1483,23,0,2013,March,Saturday,Middel Aged,0,Yes,Postgraduate
Graduation,Single,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,21,1,251,1258,17,1,2013,October,Monday,Young adult,0,No,Graduate
Graduation,Together,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,27,2,598,28,4,0,2012,November,Thursday,Adult,1,Yes,Graduate
Graduation,Married,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,49,0,153,227,11,0,2014,January,Monday,Middel Aged,1,Yes,Graduate
